YEAR,PLAYER,POS,TEAM,FG%,PPG,RPG,APG,BLKPG
2020,Kendrick Nunn,G,Miami Heat,0.439,15.3,2.7,3.3,0.2
2020,Eric Paschall,F,Golden State Warriors,0.497,14,4.6,2.1,0.2
2020,Brandon Clarke,F,Memphis Grizzlies,0.618,12.1,5.9,1.4,0.8
2020,Ja Morant,G,Memphis Grizzlies,0.477,17.8,3.9,7.3,0.3
2020,Zion Williamson,F,New Orleans Pelicans,0.583,22.5,6.3,2.1,0.4
2019,Luka Doncic,G,Dallas Mavericks,0.427,21.2,7.8,6,0.3
2019,Marvin Bagley,F,Sacramento Kings,0.504,14.9,7.6,1,1
2019,Trae Young,G,Atlanta Hawks,0.418,19.1,3.7,8.1,0.2
2019,Jaren Jackson,F,Memphis Grizzlies,0.506,13.8,4.7,1.1,1.4
2019,Deandre Ayton,C,Phoenix Suns,0.585,16.3,10.3,1.8,0.9
2018,Kyle Kuzma,F,Los Angeles Lakers,0.45,16.1,6.3,1.8,0.4
2018,Ben Simmons,F,Philadelphia 76ers,0.545,15.8,8.1,8.2,0.9
2018,Donovan Mitchell,G,Utah Jazz,0.437,20.5,3.7,3.7,0.3
2018,Jayson Tatum,F,Boston Celtics,0.475,13.9,5,1.6,0.7
2018,Lauri Markkanen,F,Chicago Bulls,0.434,15.2,7.5,1.2,0.6
2017,Malcolm Brogdon,G,Milwaukee Bucks,0.457,10.2,2.8,4.2,0.2
2017,Buddy Hield,G,Sacramento Kings,0.426,10.6,3.3,1.5,0.1
2017,Willy Hernangomez,C,New York Knicks,0.529,8.2,7,1.3,0.5
2017,Dario Saric,F,Philadelphia 76ers,0.411,12.8,6.3,2.2,0.4
2017,Joel Embiid,C,Philadelphia 76ers,0.466,20.2,7.8,2.1,2.5
2016,Kristaps Porzingis,F,New York Knicks,0.421,14.3,7.3,1.3,1.9
2016,Nikola Jokic,C,Denver Nuggets,0.512,10,7,2.4,0.6
2016,Jahlil Okafor,C,Philadelphia 76ers,0.508,17.5,7,1.2,1.2
2016,Devin Booker,G,Phoenix Suns,0.423,13.8,2.5,2.6,0.3
2016,Karl-Anthony Towns,F,Minnesota Timberwolves,0.542,18.3,10.5,2,1.7
2015,Nikola Mirotic,F,Chicago Bulls,0.405,10.2,4.9,1.2,0.7
2015,Jordan Clarkson,G,Los Angeles Lakers,0.448,11.9,3.2,3.5,0.2
2015,Elfrid Payton,G,Orlando Magic,0.425,8.9,4.3,6.5,0.2
2015,Nerlens Noel,C,Philadelphia 76ers,0.462,9.9,8.1,1.7,1.9
2015,Andrew Wiggins,F,Minnesota Timberwolves,0.437,16.9,4.6,2.1,0.6
2014,Mason Plumlee,F,Brooklyn Nets,0.659,7.4,4.4,0.9,0.8
2014,Victor Oladipo,G,Orlando Magic,0.419,13.8,4.1,4.1,0.5
2014,Tim Hardaway Jr.,G,New York Knicks,0.428,10.2,1.5,0.8,0.1
2014,Trey Burke,G,Utah Jazz,0.38,12.8,3,5.7,0.1
2014,Michael Carter-Williams,G,Philadelphia 76ers,0.405,16.7,6.2,6.3,0.6
2013,Harrison Barnes,F,Golden State Warriors,0.439,9.2,4.1,1.2,0.2
2013,Bradley Beal,G,Washington Wizards,0.41,13.9,3.8,2.4,0.5
2013,Anthony Davis,F,New Orleans Hornets,0.516,13.5,8.2,1,1.8
2013,Damian Lillard,G,Portland Trail Blazers,0.429,19,3.1,6.5,0.2
2013,Dion Waiters,G,Cleveland Cavaliers,0.412,14.7,2.4,3,0.3
2012,Ricky Rubio,G,Minnesota Timberwolves,0.357,10.6,4.2,8.2,0.2
2012,Kenneth Faried,F,Denver Nuggets,0.586,10.2,7.7,0.8,1
2012,Kyrie Irving,G,Cleveland Cavaliers,0.469,18.5,3.7,5.4,0.4
2012,Brandon Knight,G,Detroit Pistons,0.415,12.8,3.2,3.8,0.2
2012,Kawhi Leonard,F,San Antonio Spurs,0.493,7.9,5.1,1.1,0.4
2012,Iman Shumpert,G,New York Knicks,0.401,9.5,3.2,2.8,0.1
2012,Klay Thompson,G,Golden State Warriors,0.443,12.5,2.4,2,0.3
2011,Blake Griffin,PF,LA Clippers,0.506,22.5,12.1,3.8,0.5
2011,John Wall,PG,Washington Wizards,0.409,16.4,4.6,8.3,0.5
2011,DeMarcus Cousins,C,Sacramento Kings,0.43,14.1,8.6,2.5,0.8
2011,Landry Fields,SG,New York Knicks,0.497,9.7,6.4,1.9,0.2
2011,Gary Neal,PG,San Antonio Spurs,0.451,9.8,2.5,1.2,0.1
2010,Darren Collison,G,New Orleans Hornets,0.477,12.4,2.5,5.7,0.1
2010,Stephen Curry,PG,Golden State Warriors,0.462,17.5,4.5,5.9,0.2
2010,Tyreke Evans,G,Sacramento Kings,0.458,20.1,5.3,5.8,0.4
2010,Taj Gibson,C,Chicago Bulls,0.494,9,7.5,0.9,1.3
2010,Brandon Jennings,G,Milwaukee Bucks,0.371,15.5,3.4,5.7,0.2
2009,Michael Beasley,F,Miami Heat,0.472,13.9,5.4,1,0.5
2009,Brook Lopez,C,New Jersey Nets,0.531,13,8.1,1,1.8
2009,O.J. Mayo,SG,Memphis Grizzlies,0.438,18.5,3.8,3.2,0.2
2009,Derrick Rose,PG,Chicago Bulls,0.475,16.8,3.9,6.3,0.2
2009,Russell Westbrook,PG,Oklahoma City Thunder,0.398,15.3,4.9,5.3,0.2
2008,Luis Scola,F,Houston Rockets,0.515,10.3,6.4,1.3,0.2
2008,Kevin Durant,PF,Seattle SuperSonics,0.43,20.3,4.4,2.4,0.9
2008,Jeff Green,PF,Seattle SuperSonics,0.427,10.5,4.7,1.5,0.6
2008,Al Horford,C,Atlanta Hawks,0.498,10.1,9.7,1.5,0.9
2008,Al Thornton,SF,LA Clippers,0.429,12.7,4.5,1.2,0.5
2007,LaMarcus Aldridge,C,Portland Trail Blazers,0.503,9,5,0.4,1.2
2007,Andrea Bargnani,C,Toronto Raptors,0.427,11.6,3.9,0.8,0.8
2007,Randy Foye,SG,Minnesota Timberwolves,0.434,10.1,2.7,2.8,0.3
2007,Rudy Gay,SF,Memphis Grizzlies,0.422,10.8,4.5,1.3,0.9
2007,Brandon Roy,SG,Portland Trail Blazers,0.456,16.8,4.4,4,0.2
2007,Jorge Garbajosa,PF,Toronto Raptors,0.42,8.5,4.9,1.9,0.2
2006,Andrew Bogut,C,Milwaukee Bucks,0.533,9.4,7,2.3,0.8
2006,Channing Frye,F,New York Knicks,0.477,12.3,5.8,0.8,0.7
2006,Chris Paul,PG,NO/Oklahoma City Hornets,0.43,16.1,5.1,7.8,0.1
2006,Charlie Villanueva,PF,Toronto Raptors,0.463,13,6.4,1.1,0.8
2006,Deron Williams,PG,Utah Jazz,0.421,10.8,2.4,4.5,0.2
2005,Ben Gordon,SG,Chicago Bulls,0.411,15.1,2.6,2,0.1
2005,Dwight Howard,C,Orlando Magic,0.52,12,10,0.9,1.7
2005,Andre Iguodala,SF,Philadelphia 76ers,0.493,9,5.7,3,0.6
2005,Emeka Okafor,C,Charlotte Bobcats,0.447,15.1,10.9,0.9,1.7
2005,Luol Deng,F,Chicago Bulls,0.434,11.7,5.3,2.2,0.4
2004,LeBron James,SF,Cleveland Cavaliers,0.417,20.9,5.5,5.9,0.7
2004,Carmelo Anthony,PF,Denver Nuggets,0.426,21,6.1,2.8,0.5
2004,Chris Bosh,PF,Toronto Raptors,0.459,11.5,7.4,1,1.4
2004,Kirk Hinrich,SG,Chicago Bulls,0.386,12,3.4,6.8,0.3
2004,Dwyane Wade,G,Miami Heat,0.465,16.2,4,4.5,0.6
2003,Caron Butler,SF,Miami Heat,0.416,15.4,5.1,2.7,0.4
2003,Drew Gooden,PF,Orlando Magic,0.457,12.5,6.5,1.2,0.5
2003,Nene Hilario,C,Denver Nuggets,0.519,10.5,6.1,1.9,0.8
2003,Yao Ming,C,Houston Rockets,0.498,13.5,8.2,1.7,1.8
2003,Amar'e Stoudemire,C,Phoenix Suns,0.472,13.5,8.8,1,1.1
2002,Andrei Kirilenko,SF,Utah Jazz,0.45,10.7,4.9,1.1,1.9
2002,Shane Battier,SF,Memphis Grizzlies,0.429,14.4,5.4,2.8,1
2002,Pau Gasol,PF,Memphis Grizzlies,0.518,17.6,8.9,2.7,2.1
2002,Tony Parker,G,San Antonio Spurs,0.419,9.2,2.6,4.3,0.1
2002,Jason Richardson,SG,Golden State Warriors,0.426,14.4,4.3,3,0.4
2001,Marc Jackson,PF,Golden State Warriors,0.467,13.2,7.5,1.2,0.6
2001,Kenyon Martin,PF,New Jersey Nets,0.445,12,7.4,1.9,1.7
2001,Darius Miles,SF,Los Angeles Clippers,0.505,9.4,5.9,1.2,1.5
2001,Mike Miller,SG,Orlando Magic,0.435,11.9,4,1.7,0.2
2001,Morris Peterson,SG,Toronto Raptors,0.431,9.3,3.2,1.3,0.3
2000,Elton Brand,PF,Chicago Bulls,0.482,20.1,10,1.9,1.6
2000,Steve Francis,PG,Houston Rockets,0.445,18,5.3,6.6,0.4
2000,Andre Miller,PG,Cleveland Cavaliers,0.449,11.1,3.4,5.8,0.2
2000,Lamar Odom,PF,Los Angeles Clippers,0.438,16.6,7.8,4.2,1.3
2000,Wally Szczerbiak,SG,Minnesota Timberwolves,0.511,11.6,3.7,2.8,0.3
1999,Mike Bibby,PG,Vancouver Grizzlies,0.43,13.2,2.7,6.5,0.1
1999,Vince Carter,G,Toronto Raptors,0.45,18.3,5.7,3,1.5
1999,Matt Harpring,SF,Orlando Magic,0.463,8.2,4.3,0.9,0.1
1999,Paul Pierce,SF,Boston Celtics,0.439,16.5,6.4,2.4,1
1999,Jason Williams,PG,Sacramento Kings,0.374,12.8,3.1,6,0
1998,Tim Duncan,C,San Antonio Spurs,0.549,21.1,11.9,2.7,2.5
1998,Zydrunas Ilgauskas,C,Cleveland Cavaliers,0.518,13.9,8.8,0.9,1.6
1998,Brevin Knight,PG,Cleveland Cavaliers,0.441,9,3.2,8.2,0.2
1998,Ron Mercer,SG,Boston Celtics,0.45,15.3,3.5,2.2,0.2
